,browsers_UA,crawlers_UA
5853,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr-FR; rv:1.7.7) Gecko/20050414,
5854,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.7) Gecko/20050414,
5855,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7.7) Gecko/20050414,
5856,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.7) Gecko/20050414,
5857,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.7.7) Gecko/20050414,
5858,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.6) Gecko/20050328 Fedora/1.7.6-1.2.5,
5859,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.6) Gecko/20050319,
5860,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU; rv:1.7.6) Gecko/20050319,
5861,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr-FR; rv:1.7.6) Gecko/20050319,
5862,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.6) Gecko/20050319,
5863,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.6) Gecko/20050225,
5864,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7.6) Gecko/20050319,
5865,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.7.6) Gecko/20050319,
5866,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.7.6) Gecko/20050319,
5867,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.7.5) Gecko/20041221,
5868,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.5) Gecko/20041221,
5869,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.5) Gecko/20041013,
5870,Mozilla/5.0 (Windows; U; Windows NT 5.1; pl; rv:1.9.0.6) Gecko/2009011913 Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.7.5) Gecko/20041221,
5871,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.5) Gecko/20041217,
5872,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7.5) Gecko/20041217,
5873,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.5) Gecko/20041217,
5874,Mozilla/5.0 (Windows; U; Windows NT 5.0; cs-CZ; rv:1.7.5) Gecko/20041217,
5875,Mozilla/5.0 (Windows NT 5.1; U; pt-br; rv:1.7.5) Gecko/20041110,
5876,Mozilla/5.0 (Windows NT 5.1; U; es-es; rv:1.7.5) Gecko/20041110,
5877,Mozilla/5.0 (Windows NT 5.1; U; en; rv:1.7.5) Gecko/20041110,
5878,Mozilla/5.0 (Windows NT 5.1; U; de; rv:1.7.5) Gecko/20041110,
5879,Mozilla/5.0 (OS/2; U; Warp 4.5; de-DE; rv:1.7.5) Gecko/20050523,
5880,Mozilla/5.0 (Macintosh; Intel Mac OS X; U; nb; rv:1.7.5) Gecko/20041110,
5881,Mozilla/5.0 (X11; U; Linux i686; hu; rv:1.7.3) Gecko/20050130,
5882,Mozilla/5.0 (X11; U; Linux i686; fr-FR; rv:1.7.3) Gecko/20040913,
5883,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.3) Gecko/20041007 Debian/1.7.3-5,
5884,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.3) Gecko/20040913,
5885,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.7.3) Gecko/20040910,
5886,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr-FR; rv:1.7.3) Gecko/20040910,
5887,Mozilla/5.0 (Windows; U; Windows NT 5.1; es-ES; rv:1.7.3) Gecko/20040910,
5888,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.3) Gecko/20040910,
5889,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7.3) Gecko/20040910,
5890,Mozilla/5.0 (Windows; U; Windows NT 5.0; fr-FR; rv:1.7.3) Gecko/20040910,
5891,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.3) Gecko/20040910,
5892,Mozilla/5.0 (Windows; U; Win98; fr; rv:1.7.3) Gecko/20040910,
5893,Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.7.3) Gecko/20040910,
5894,Mozilla/5.0 (Windows; U; Win98; de-AT; rv:1.7.3) Gecko/20040910,
5895,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; fr; rv:1.7.3) Gecko/20040910,
5896,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; es-ES; rv:1.7.3) Gecko/20040910,
5897,Mozilla/5.0 (X11; U; Linux i686; fr; rv:1.7.2) Gecko/20040804,
5898,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.2) Gecko/20040906,
5899,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.2) Gecko/20040804,
5900,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.2) Gecko/20040803,
5901,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.7.2) Gecko/20040906,
5902,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.7.2) Gecko/20040810 Debian/1.7.2-2,
5903,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.7.2) Gecko/20040804,
5904,Mozilla/5.0 (X11; U; FreeBSD i386; ja-JP; rv:1.7.2) Gecko/20050330,
5905,Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.7.2) Gecko/20040709,
5906,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.7.2) Gecko/20040803,
5907,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.2) Gecko/20040804,
5908,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.2) Gecko/20040803,
5909,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.2) Gecko/20040803,
5910,Mozilla/5.0 (Windows; U; Win 9x 4.90; de-AT; rv:1.7.2) Gecko/20040803,
5911,Mozilla/5.0 (Windows; ; Windows NT 5.1; rv:1.7.2) Gecko/20040804,
5912,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.7.2) Gecko/20040803,
5913,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.7.13) Gecko/20060509,
5914,Mozilla/5.0 (X11; U; OpenBSD i386; en-US; rv:1.7.13) Gecko/20060901,
5915,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.13) Gecko/20060717 Debian/1.7.13-0.2ubuntu1,
5916,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.13) Gecko/20060427 Debian/1.7.13-0ubuntu05.04,
5917,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.13) Gecko/20060417,
5918,Mozilla/5.0 (X11; U; Linux i686 (x86_64); en-US; rv:1.7.13) Gecko/20060417,
5919,Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.7.13) Gecko/20061230,
5920,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.7.13) Gecko/20060414,
5921,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.13) Gecko/20060414,
5922,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.7.13) Gecko/20060414,
5923,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.7.13) Gecko/20060414,
5924,Mozilla/4.0 (compatible; Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.13) Gecko/20060414; Windows NT 5.1),
5925,Mozilla/5.0 (X11; U; Linux i686; es-ES; rv:1.7.12) Gecko/20050929,
5926,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20060607 Debian/1.7.12-1.2,
5927,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20060216 Debian/1.7.12-1.1ubuntu2,
5928,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20060205 Debian/1.7.12-1.1,
5929,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20060202 Fedora/1.7.12-1.5.2,
5930,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20051203,
5931,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20051013 Debian/1.7.12-1ubuntu1,
5932,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20051010 Debian/1.7.12-0ubuntu2,
5933,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20051007 Debian/1.7.12-1,
5934,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050926,
5935,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050923,
5936,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050921 Red Hat/1.7.12-1.1.3.2,
5937,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050921,
5938,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050920,
5939,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.7.12) Gecko/20060205 Debian/1.7.12-1.1,
5940,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.7.12) Gecko/20050923 Fedora/1.7.12-1.5.1,
5941,Mozilla/5.0 (X11; U; Linux i686; cs-CZ; rv:1.7.12) Gecko/20050929,
5942,Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.7.12) Gecko/20051010 Debian/1.7.12-0ubuntu2,
5943,Mozilla/5.0 (X11; U; AIX 5.3; en-US; rv:1.7.12) Gecko/20051025,
5944,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.7.12) Gecko/20050915,
5945,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.7.11) Gecko/20050802,
5946,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.11) Gecko/20050729,
5947,Mozilla/5.0 (Windows; U; WinNT4.0; de-AT; rv:1.7.11) Gecko/20050728,
5948,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr-FR; rv:1.7.11) Gecko/20050728,
5949,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.11) Gecko/20050728,
5950,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7.11) Gecko/20050728 (No IDN),
5951,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7.11) Gecko/20050728,
5952,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.11) Gecko/20050728,
5953,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.7.11) Gecko/20050728,
5954,Mozilla/5.0 (Windows; U; Win95; de-AT; rv:1.7.11) Gecko/20050728,
5955,Mozilla/5.0 (Windows; U; Win 9x 4.90; de-AT; rv:1.7.11) Gecko/20050728,
5956,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; fr-FR; rv:1.7.11) Gecko/20050727,
5957,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.10) Gecko/20050811 Fedora/1.7.10-1.2.1.legacy,
5958,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.7.10) Gecko/20050727,
5959,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.7.10) Gecko/20050722,
5960,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.10) Gecko/20050716,
5961,Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.7.1) Gecko/20040707,
5962,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.1) Gecko/20040707,
5963,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7.1) Gecko/20040707,
5964,Mozilla/5.0 (Windows; U; Windows NT 5.0; fr-FR; rv:1.7.1) Gecko/20040707,
5965,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.1) Gecko/20040707,
5966,Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.7.1) Gecko/20040707,
5967,Mozilla/5.0 (X11; U; OpenBSD i386; en-US; rv:1.7.0.13) Gecko/20060901,
5968,Mozilla/5.0 (X11; U; SunOS sun4v; en-US; rv:1.7) Gecko/20060120,
5969,Mozilla/5.0 (X11; U; SunOS sun4u; fr-FR; rv:1.7) Gecko/20040621,
5970,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.7) Gecko/20060629,
5971,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.7) Gecko/20060120,
5972,Mozilla/5.0 (X11; U; SunOS sun4u; de-DE; rv:1.7) Gecko/20070606,
5973,Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv:1.7) Gecko/20060627,
5974,Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv:1.7) Gecko/20051122,
5975,Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv:1.7) Gecko/20051027,
5976,Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv:1.7) Gecko/20050502,
5977,Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv:1.7) Gecko/20041221,
5978,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040514,
5979,Mozilla/5.0 (X11; U; FreeBSD; i386; it-IT; rv:1.7) Gecko,
5980,Mozilla/5.0 (X11; U; FreeBSD; i386; en-US; rv:1.7) Gecko,
5981,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.7) Gecko/20040616,
5982,Mozilla/5.0 (Windows; U; Windows NT 5.1; es-ES; rv:1.7) Gecko/20040803 Firefox/0.9.3,
5983,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7) Gecko/20040616,
5984,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7) Gecko/20040514,
5985,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.7) Gecko/20040616,
5986,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7) Gecko/20040616,
5987,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.7) Gecko/20040616,
5988,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.6a) Gecko/20031030,
5989,Mozilla/5.0 (X11; U; Linux x86_64; fr; rv:1.6) Gecko/20040115,
5990,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.6) Gecko/20040413 Debian/1.6-5,
5991,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.6) Gecko/20040114,
5992,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.6) Gecko/20040113,
5993,Mozilla/5.0 (X11; U; Linux i686; en-GB; rv:1.6) Gecko/20040113,
5994,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.6) Gecko/20040115,
5995,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.6) Gecko/20040114,
5996,Mozilla/5.0 (Windows; U; Windows NT 5.1; hu; rv:1.6) Gecko/20040113,
5997,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr-FR; rv:1.6) Gecko/20040113,
5998,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.6) Gecko/20040113,
5999,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.6) Gecko/20040113,
6000,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.6) Gecko/20040113,
6001,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.6) Gecko/20040113,
6002,Mozilla/5.0 (Photon; U; QNX x86pc; en-US; rv:1.6) Gecko/20040429,
6003,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.6) Gecko/20040113,
6004,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5b) Gecko/20030827,
6005,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5b) Gecko/20030827,
6006,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5a) Gecko/20030718,
6007,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5a) Gecko/20030718,
6008,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.5.1) Gecko/20031120,
6009,Mozilla/5.0 (X11; U; SunOS5.10 sun4u; ja-JP; rv:1.5) Gecko/20031022,
6010,Mozilla/5.0 (X11; U; Linux i686; fr-FR; rv:1.5) Gecko/20031007,
6011,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.5) Gecko/20031007,
6012,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.5) Gecko/20031007,
6013,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5) Gecko/20031007,
6014,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5) Gecko/20030916,
6015,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.5) Gecko/20031007,
6016,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007,
6017,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20030916,
6018,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.5) Gecko/20031007,
6019,Mozilla/5.0 (Windows; U; Win98; de-AT; rv:1.5) Gecko/20031007,
6020,Mozilla/5.0 (Windows; U; WinNT4.0; it-IT; rv:1.4b) Gecko/20030507,
6021,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.4b) Gecko/20030507,
6022,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.4b) Gecko/20030507,
6023,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.4b) Gecko/20030427,
6024,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4b) Gecko/20030507,
6025,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.4a) Gecko/20030318,
6026,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4a) Gecko/20030401,
6027,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.4a) Gecko/20030401,
6028,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.4a) Gecko/20030401,
6029,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.4a) Gecko/20030401,
6030,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4a) Gecko/20030401,
6031,Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.4a) Gecko/20030401,
6032,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4a) Gecko/20030401,
6033,Mozilla/5.0 (X11; U; IRIX64 IP35; en-US; rv:1.4.3) Gecko/20040909,
6034,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4.2) Gecko/20040220,
6035,Mozilla/5.0 (X11; U; Linux i686; zh-CN; rv:1.4.1) Gecko/20031114,
6036,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4.1) Gecko/20040406,
6037,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4.1) Gecko/20031114,
6038,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4.1) Gecko/20031008,
6039,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.4) Gecko/20041224,
6040,Mozilla/5.0 (X11; U; Linux ppc; en-US; rv:1.4) Gecko/20030714 Debian/1.4-2,
6041,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4) Gecko/20030908 Debian/1.4-4,
6042,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4) Gecko/20030828,
6043,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4) Gecko/20030827 Debian/1.4-3,
6044,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4) Gecko/20030821,
6045,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4) Gecko/20030818,
6046,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4) Gecko/20030723,
6047,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.4) Gecko/20030908 Debian/1.4-4,
6048,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.4) Gecko/20030812,
6049,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.4) Gecko/20030624,
6050,Mozilla/5.0 (X11; U; Linux i586; de-AT; rv:1.4) Gecko/20030908 Debian/1.4-4,
6051,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.4) Gecko/20030624,
6052,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.4) Gecko/20030624,
6053,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.4) Gecko/20030529,
6054,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.4) Gecko/20030624,
6055,Mozilla/5.0 (Windows; U; Windows NT 5.0; fr-FR; rv:1.4) Gecko/20030624,
6056,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4) Gecko/20030624,
6057,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4) Gecko/20030612,
6058,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4) Gecko/20030529,
6059,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3b) Gecko/20030210,
6060,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3b) Gecko/20030125,
6061,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3b) Gecko/20021213,
6062,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.3b) Gecko/20030210,
6063,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.3b) Gecko/20030210,
6064,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.3b) Gecko/20030210,
6065,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.3b) Gecko/20030210,
6066,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.3b) Gecko/20030204,
6067,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.3b) Gecko/20030210,
6068,Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.3b) Gecko/20030210,
6069,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.3a) Gecko/20021212,
6070,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.3a) Gecko/20021212,
6071,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.3a) Gecko/20021212,
6072,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.3a) Gecko/20021212,
6073,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.3a) Gecko/20021212,
6074,Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.3a) Gecko/20021212,
6075,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.3.1) Gecko/20030509,
6076,Mozilla/5.0 (X11; U; Linux i686; hu-HU; rv:1.3.1) Gecko,
6077,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3.1) Gecko/20030428,
6078,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3.1) Gecko/20030425,
6079,Mozilla/5.0 (Windows; U; WinNT4.0; de-AT; rv:1.3.1) Gecko/20030425,
6080,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.3.1) Gecko/20030425,
6081,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.3.1) Gecko/20030425,
6082,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.3.1) Gecko/20030425,
6083,Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.3.1) Gecko/20030425,
6084,Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.3.1) Gecko/20030425,
6085,Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.3) Gecko/20030318,
6086,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030523,
6087,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030413,
6088,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030401,
6089,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030327 Debian/1.3-4,
6090,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030326,
6091,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030320,
6092,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030314,
6093,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030313,
6094,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.3) Gecko/20030312,
6095,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.3) Gecko/20030430 Debian/1.3-5,
6096,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.3) Gecko/20030327 Debian/1.3-4,
6097,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.3) Gecko/20030312,
6098,Mozilla/5.0 (X11; U; Linux i586; en-US; rv:1.3) Gecko/20030312,
6099,Mozilla/5.0 (X11; U; HP-UX 9000/785; en-US; rv:1.3) Gecko/20030321,
6100,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.3) Gecko/20030312,
6101,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.3) Gecko/20030312,
6102,Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT; rv:1.3) Gecko/20030312,
6103,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.3) Gecko/20030312,
6104,Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.3) Gecko/20030312,
6105,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.2b) Gecko/20021016,
6106,Mozilla/5.0 (X11; U; Linux i586; en-US; rv:1.2b) Gecko/20021016,
6107,Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.2b) Gecko/20021016,
6108,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.2b) Gecko/20021016,
6109,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.2b) Gecko/20021016,
6110,Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:1.2b) Gecko/20021016,
6111,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US; rv:1.2b) Gecko/20021016,
6112, Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.2b) Gecko/20021016,
6113,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.2a) Gecko/20020910,
6114,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.2a) Gecko/20020910,
6115,Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.2a) Gecko/20020910,
6116,Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.2a) Gecko/20020910,
6117,Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:1.2a) Gecko/20020910,
6118, Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.2a) Gecko/20020910,
6119, Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.2a) Gecko/20020910,
6120, Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:1.2a) Gecko/20020910,
